Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
Polo,,2008,Volkswagen,WW au Maroc,174999.5,Non,5,,Tétouan,Manuelle,6 CV,70000.0
Octavia,Très bon,2016,Skoda,WW au Maroc,174999.5,,5,Diesel,Laâyoune,Automatique,,160000.0
Zafira,Très bon,2011,Opel,Dédouanée,27499.5,Non,5,Diesel,Tanger,Manuelle,,135000.0
Accord,Excellent,2004,Honda,WW au Maroc,184999.5,Non,5,,Casablanca,Automatique,11 CV,45000.0
CRETA,Très bon,2017,Hyundai,WW au Maroc,134999.5,Non,5,,Meknès,Manuelle,6 CV,150000.0
Serie 3 coupé,Bon,2008,BMW,,154999.5,,,,Casablanca,Manuelle,11 CV,80000.0
Corolla,Très bon,2003,Toyota,WW au Maroc,194999.5,Non,5,Diesel,Casablanca,,8 CV,47000.0
Amarok,Excellent,2016,Volkswagen,WW au Maroc,194999.5,Non,5,Diesel,Souk El Arbaa,Manuelle,,230000.0
220,Très bon,2008,Mercedes-Benz,Dédouanée,184999.5,Non,5,,Casablanca,Automatique,9 CV,120000.0
Classe C,6,2011,Mercedes-Benz,Dédouanée,224999.5,Non,5,Diesel,Fès,,8 CV,175000.0
Yaris,Très bon,2016,Toyota,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,,5 CV,87000.0
Partner,Très bon,2014,Peugeot,WW au Maroc,144999.5,Oui,5,Diesel,Casablanca,Manuelle,,73000.0
270,Très bon,2001,Mercedes-Benz,Dédouanée,224999.5,Non,5,,Oujda,Automatique,11 CV,45000.0
Logan,Très bon,2009,Dacia,WW au Maroc,224999.5,Non,5,Essence,Oujda,,8 CV,49000.0
XSARA,Très bon,2003,Citroen,WW au Maroc,2499.5,Non,5,Diesel,Kénitra,Manuelle,,48000.0
Xsara Picasso,Bon,2003,Citroen,WW au Maroc,22499.5,Non,5,,Casablanca,Manuelle,8 CV,41000.0
Palio,Très bon,2004,Fiat,Pas encore dédouanée,32499.5,Non,5,,Salé,Manuelle,7 CV,38000.0
Serie 5,Excellent,2019,BMW,WW au Maroc,77499.5,Oui,5,,Rabat,Automatique,8 CV,410000.0
Dokker Van,6,2017,Dacia,WW au Maroc,57499.5,,3,Diesel,Kénitra,Manuelle,,98100.0
Megane Coupe,Très bon,2012,Renault,WW au Maroc,164999.5,Non,3,Diesel,Casablanca,Manuelle,,85000.0
Partner,Bon,2009,Peugeot,WW au Maroc,194999.5,,5,Diesel,Kénitra,,7 CV,54000.0
190,6,1996,Mercedes-Benz,Dédouanée,324999.5,,5,,El Jadida,Automatique,8 CV,65000.0
Focus,Excellent,2011,Ford,,174999.5,Non,,,Rabat,Manuelle,6 CV,110000.0
Touareg,6,2018,Volkswagen,WW au Maroc,124999.5,Oui,5,Diesel,El Jadida,Automatique,,305000.0
3008,Bon,2017,Peugeot,WW au Maroc,104999.5,Oui,5,Diesel,Casablanca,Automatique,,215000.0
Carens,Bon,2007,Kia,WW au Maroc,224999.5,Oui,5,,Kénitra,Manuelle,8 CV,49000.0
Tiguan,Excellent,2018,Volkswagen,WW au Maroc,164999.5,Non,5,,Meknès,Automatique,8 CV,298000.0
301,Très bon,2013,Peugeot,WW au Maroc,224999.5,,5,Diesel,Kénitra,Manuelle,,70000.0
Fiesta,,2017,Ford,WW au Maroc,12499.5,Non,,Diesel,Salé,Manuelle,,97000.0
RAV 4,Bon,2009,Toyota,Dédouanée,174999.5,Oui,5,,Casablanca,Manuelle,8 CV,86000.0
Kangoo,Très bon,2017,Renault,WW au Maroc,134999.5,Oui,,Diesel,Rabat,Manuelle,,120000.0
C4,Très bon,2005,Citroen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,,6 CV,63000.0
Duster,6,2021,Dacia,WW au Maroc,77499.5,Oui,5,,Casablanca,Automatique,6 CV,178000.0
RAV 4,Correct,2006,Toyota,WW au Maroc,274999.5,Non,5,Diesel,Guercif,,9 CV,76000.0
C-HR,Excellent,2021,Toyota,WW au Maroc,17499.5,Oui,5,Hybride,Temara,,7 CV,320000.0
301,,2013,Peugeot,WW au Maroc,184999.5,Non,5,Essence,Marrakech,,7 CV,68000.0
GOLF 7,Excellent,2018,Volkswagen,WW au Maroc,52499.5,Oui,5,,Casablanca,Automatique,8 CV,195000.0
Classe C,6,2007,Mercedes-Benz,Dédouanée,194999.5,Non,5,Diesel,Nador,Automatique,,148000.0
Focus,Excellent,2016,Ford,Dédouanée,134999.5,Non,5,Diesel,El Jadida,Manuelle,,153000.0
Tucson,6,2019,Hyundai,WW au Maroc,92499.5,Non,5,,Fès,Manuelle,6 CV,228000.0
RAV 4,Très bon,2011,Toyota,WW au Maroc,424999.5,Non,5,Diesel,Fès,,8 CV,110000.0
M3,Bon,2000,BMW,WW au Maroc,2499.5,Non,5,Diesel,Agadir,Manuelle,,56000.0
GRANDE PUNTO,,2016,Fiat,,124999.5,,,nan,Casablanca,,5 CV,78000.0
500,Excellent,2015,Fiat,,124999.5,,,Essence,Rabat,,6 CV,98000.0
Sandero,,2010,Dacia,WW au Maroc,224999.5,Oui,5,Diesel,Salé,Manuelle,,67000.0
205,,1993,Peugeot,,67499.5,,,,Nador,Manuelle,7 CV,30000.0
500C,Excellent,2021,Fiat,,62499.5,,,Essence,Casablanca,Manuelle,,150000.0
Kangoo,Très bon,2011,Renault,WW au Maroc,194999.5,Non,5,Diesel,Khemisset,,6 CV,68000.0
Tucson,Très bon,2019,Hyundai,WW au Maroc,52499.5,,5,Diesel,Rabat,,6 CV,238000.0
range_rover_vogue,Très bon,2019,Land Rover,WW au Maroc,12499.5,Oui,5,Diesel,Marrakech,,12 CV,900000.0
Ibiza,Très bon,2019,Seat,WW au Maroc,47499.5,Oui,5,nan,Tanger,Manuelle,,149000.0
R18,Bon,1987,Renault,Dédouanée,114999.5,,,nan,Marrakech,,8 CV,17000.0
Palio,,2001,Fiat,,324999.5,,,Essence,Agadir,nan,,36000.0
Polo,Très bon,2005,Volkswagen,,37499.5,,5,Diesel,Khénifra,Manuelle,,52000.0
Clio,Très bon,2015,Renault,WW au Maroc,134999.5,,5,Diesel,Mohammedia,Manuelle,,98000.0
Classe E,Excellent,2003,Mercedes-Benz,Dédouanée,224999.5,Non,5,,Tanger,Automatique,11 CV,63000.0
Logan,Très bon,2018,Dacia,WW au Maroc,194999.5,Oui,5,,Guelmim,Manuelle,6 CV,85000.0
Duster,Très bon,2015,Dacia,Dédouanée,17499.5,,5,Diesel,Rabat,Manuelle,,115000.0
ADAM,Très bon,2019,Opel,WW au Maroc,12499.5,Oui,5,,Fès,Manuelle,6 CV,108000.0
Logan,Bon,2009,Dacia,WW au Maroc,274999.5,,5,,Azrou,Manuelle,6 CV,57000.0
Doblo,,2015,Fiat,,97499.5,,,Diesel,Casablanca,nan,,73000.0
Dokker Van,Très bon,2015,Dacia,,224999.5,Non,,Diesel,Laâyoune,Manuelle,,85000.0
Civic,Bon,2009,Honda,WW au Maroc,144999.5,Non,5,,Casablanca,Automatique,9 CV,78000.0
208,,2021,Peugeot,,62499.5,Non,,,Casablanca,Manuelle,6 CV,155000.0
206,,2005,Peugeot,,174999.5,,5,nan,Agadir,,6 CV,51000.0
Partner,,2001,Peugeot,,32499.5,,,Diesel,El Kelâa des Sraghna,nan,,45000.0
270,Excellent,2003,Mercedes-Benz,Dédouanée,274999.5,Non,5,Diesel,Tanger,,11 CV,62000.0
Picanto,Très bon,2009,Kia,,194999.5,Non,,,Meknès,Manuelle,6 CV,57000.0
220,Excellent,2018,Mercedes-Benz,WW au Maroc,87499.5,Non,5,Diesel,Marrakech,Automatique,,340000.0
GOLF 7,Excellent,2018,Volkswagen,WW au Maroc,57499.5,,5,Diesel,Casablanca,Automatique,,189000.0
GRAND C4 PICASSO,Très bon,2012,Citroen,Dédouanée,2499.5,Non,5,Diesel,Nador,Manuelle,,113000.0
Corolla,Très bon,2014,Toyota,WW au Maroc,92499.5,Oui,5,Diesel,Fès,,4 CV,114000.0
Grand Cherokee,Très bon,2007,Jeep,WW au Maroc,124999.5,,5,Diesel,Oujda,Automatique,,54000.0
Partner,Très bon,2017,Peugeot,WW au Maroc,72499.5,Oui,5,,Salé,Manuelle,6 CV,109000.0
GOLF 7,Excellent,2020,Volkswagen,WW au Maroc,77499.5,,,Diesel,Casablanca,,8 CV,218000.0
A4,Excellent,2008,Audi,Dédouanée,224999.5,Non,5,Diesel,Agadir,,8 CV,130000.0
Octavia,Excellent,2018,Skoda,WW au Maroc,12499.5,Non,5,Diesel,Rabat,Manuelle,,175000.0
Accord,Excellent,2010,Honda,WW au Maroc,104999.5,Oui,5,Diesel,Béni Mellal,Manuelle,,88000.0
308,Excellent,2014,Peugeot,WW au Maroc,134999.5,Non,5,,Salé,Manuelle,6 CV,117000.0
14,,1994,Renault,,274999.5,,5,,Fès,Manuelle,7 CV,43000.0
GOLF 7,6,2015,Volkswagen,WW au Maroc,134999.5,Oui,5,Diesel,Casablanca,,8 CV,158000.0
Logan,Très bon,2020,Dacia,WW au Maroc,22499.5,Oui,5,Diesel,Fès,,6 CV,115000.0
everest,,2001,Ford,,2499.5,,,Essence,Larache,nan,,103000.0
Polo,Bon,1999,Volkswagen,WW au Maroc,42499.5,Non,5,,Meknès,Manuelle,8 CV,25000.0
SHARAN,Excellent,2011,Volkswagen,Dédouanée,324999.5,Oui,5,,Settat,Automatique,8 CV,175000.0
Koleos,6,2010,Renault,WW au Maroc,72499.5,Oui,5,Essence,Tanger,,11 CV,85000.0
PASSAT CC,,2016,Volkswagen,WW au Maroc,154999.5,,5,,Casablanca,Automatique,8 CV,165000.0
208,6,2020,Peugeot,WW au Maroc,32499.5,Non,5,Diesel,Mohammedia,,6 CV,158000.0
Doblo,Très bon,2016,Fiat,WW au Maroc,144999.5,Non,5,Diesel,Tanger,Manuelle,,95000.0
fullback,Excellent,2017,Fiat,WW au Maroc,77499.5,Non,3,Diesel,Fquih Ben Saleh,,6 CV,140000.0
Fiesta,Très bon,2004,Ford,WW au Maroc,154999.5,Non,5,,Rabat,Manuelle,7 CV,49000.0
Transit,Excellent,2020,Ford,WW au Maroc,164999.5,,3,Diesel,Casablanca,,9 CV,210000.0
Captiva,Très bon,2013,Chevrolet,WW au Maroc,144999.5,Non,5,,Meknès,Automatique,9 CV,120000.0
L200,Endommagé,2008,Mitsubishi,Importée neuve,194999.5,Oui,,,Rabat,Manuelle,8 CV,60000.0
Duster,Très bon,2019,Dacia,,104999.5,Oui,5,,Marrakech,Manuelle,6 CV,157000.0
405,Bon,1992,Peugeot,WW au Maroc,324999.5,,,Essence,Dakhla,Manuelle,,18000.0
C4 Picasso,Correct,2014,Citroen,WW au Maroc,12499.5,Non,5,Diesel,Oujda,,6 CV,109000.0
Duster,,2017,Dacia,WW au Maroc,104999.5,,,Diesel,Casablanca,,6 CV,117000.0
250,,1998,Mercedes-Benz,,324999.5,,,Diesel,Tétouan,,10 CV,58000.0
Logan,Très bon,2017,Dacia,WW au Maroc,97499.5,,5,Diesel,Casablanca,,6 CV,85000.0
301,Très bon,2018,Peugeot,WW au Maroc,124999.5,Oui,5,,Meknès,Manuelle,7 CV,115000.0
Kangoo,,2018,Renault,,92499.5,,,Diesel,Casablanca,nan,,105000.0
500,Très bon,2014,Fiat,WW au Maroc,92499.5,,3,Essence,Casablanca,Manuelle,,82000.0
19,Très bon,1992,Renault,Dédouanée,324999.5,Non,5,Essence,Oujda,,8 CV,29500.0
Partner,Très bon,2007,Peugeot,WW au Maroc,194999.5,,5,,Taza,Manuelle,6 CV,49000.0
Astra,Très bon,2011,Opel,WW au Maroc,194999.5,Non,5,,Essaouira,Manuelle,7 CV,97000.0
Touran,Excellent,2017,Volkswagen,Dédouanée,224999.5,Non,5,Diesel,Marrakech,Automatique,,238000.0
Accord,Très bon,2011,Honda,,224999.5,,,,Casablanca,Manuelle,9 CV,91000.0
GOLF 4,Très bon,2000,Volkswagen,Dédouanée,324999.5,Non,5,,Taroudant,Manuelle,8 CV,62000.0
Kangoo,Très bon,2020,Renault,,37499.5,Oui,5,Diesel,Tétouan,Manuelle,,168000.0
Yaris,Très bon,2008,Toyota,WW au Maroc,184999.5,Oui,5,,El Jadida,Manuelle,6 CV,61000.0
Qashqai,Très bon,2020,Nissan,WW au Maroc,42499.5,Oui,5,Diesel,Ouazzane,Manuelle,,210000.0
Duster,Très bon,2014,Dacia,WW au Maroc,174999.5,,5,Diesel,Laâyoune,,6 CV,115000.0
Kangoo,Très bon,2008,Renault,WW au Maroc,224999.5,Oui,5,Diesel,Kénitra,Manuelle,,78000.0
K01,Bon,2018,DFSK,WW au Maroc,37499.5,Non,3,,Laâyoune,Manuelle,6 CV,70000.0
Focus,Très bon,2015,Ford,WW au Maroc,114999.5,Oui,5,,Ouarzazate,Manuelle,6 CV,138000.0
Leon,Très bon,2001,Seat,Importée neuve,274999.5,Non,5,Essence,Tétouan,,8 CV,56000.0
Uno,,1998,Fiat,,154999.5,,,Essence,Mohammedia,nan,,23000.0
190,Très bon,1989,Mercedes-Benz,Dédouanée,72499.5,Oui,5,,Tétouan,Manuelle,14 CV,32000.0
Accent,Très bon,2012,Hyundai,WW au Maroc,224999.5,Non,5,Diesel,Fès,Automatique,,95000.0
207,Très bon,1981,Mercedes-Benz,Dédouanée,2499.5,Non,5,,Ouazzane,Manuelle,10 CV,95000.0
Uno,Excellent,2001,Fiat,Dédouanée,7499.5,Oui,3,,Marrakech,Manuelle,6 CV,29000.0
i 10,Très bon,2013,Hyundai,WW au Maroc,164999.5,,5,Essence,Rabat,Manuelle,,66000.0
A3,Très bon,2015,Audi,WW au Maroc,97499.5,Non,5,,Fès,Manuelle,6 CV,170000.0
14,,2014,Renault,,2499.5,,,Essence,Tanger,nan,,88000.0
Clio,Très bon,2001,Renault,WW au Maroc,2499.5,Oui,5,Essence,Guelmim,Manuelle,,400000.0
220,,2005,Mercedes-Benz,,224999.5,,,Diesel,Guercif,,9 CV,117000.0
500,Très bon,2009,Fiat,WW au Maroc,124999.5,Non,3,Essence,Rabat,,6 CV,83000.0
Fiesta,6,2014,Ford,,144999.5,Oui,,Diesel,Tifelt,nan,,95000.0
Range Rover,Excellent,2017,Land Rover,WW au Maroc,104999.5,Oui,5,,Casablanca,Automatique,Plus de 41 CV,480000.0
Fiesta,Très bon,2015,Ford,WW au Maroc,104999.5,Non,5,Diesel,Salé,,6 CV,102000.0
Corolla,Très bon,2016,Toyota,WW au Maroc,92499.5,Non,5,Diesel,Kénitra,,5 CV,138000.0
Clio,Excellent,2019,Renault,WW au Maroc,164999.5,Oui,5,Diesel,Casablanca,Manuelle,,108000.0
Octavia,Très bon,2017,Skoda,WW au Maroc,144999.5,Non,5,Diesel,Agadir,Automatique,,178000.0
Fiesta,Très bon,2015,Ford,,224999.5,Oui,5,nan,Taza,,7 CV,95000.0
Duster,Bon,2012,Dacia,WW au Maroc,144999.5,,,,Sidi Slimane,Manuelle,6 CV,102000.0
Jetta,Excellent,2017,Volkswagen,Importée neuve,12499.5,Non,5,Diesel,Rabat,Manuelle,,153000.0
Uno,,2001,Fiat,,224999.5,,5,Diesel,Tanger,,7 CV,16000.0
L200,Très bon,2019,Mitsubishi,WW au Maroc,92499.5,Non,5,Diesel,Agadir,Manuelle,,148000.0
Laguna,Excellent,2006,Renault,Importée neuve,184999.5,Non,5,Essence,Oujda,,11 CV,36000.0
Kangoo,Excellent,2019,Renault,WW au Maroc,72499.5,Non,5,,Rabat,Manuelle,6 CV,162000.0
208,Très bon,2017,Peugeot,WW au Maroc,124999.5,,5,Diesel,Meknès,Manuelle,,117000.0
Logan,Excellent,2007,Dacia,WW au Maroc,194999.5,Non,5,Diesel,Casablanca,Manuelle,,55000.0
ix 35,Très bon,2010,Hyundai,WW au Maroc,224999.5,Non,5,,Casablanca,Automatique,8 CV,102000.0
C3,Très bon,2019,Citroen,WW au Maroc,104999.5,Oui,5,,Agadir,Manuelle,6 CV,127000.0
Cayenne,,2012,Porsche,,144999.5,,,nan,Casablanca,Automatique,,285000.0
208,Très bon,2018,Peugeot,WW au Maroc,97499.5,Non,5,,Rabat,Manuelle,6 CV,103000.0
Spark,Correct,2006,Chevrolet,WW au Maroc,174999.5,Non,5,,Marrakech,Manuelle,5 CV,27000.0
Zafira,Bon,2001,Opel,Dédouanée,174999.5,,5,Essence,Nador,,9 CV,42000.0
Q5,Excellent,2012,Audi,WW au Maroc,324999.5,,5,,Agadir,Automatique,8 CV,180000.0
Picanto,Très bon,2009,Kia,Dédouanée,12499.5,Non,5,,Marrakech,Manuelle,6 CV,54000.0
Leon,Très bon,2010,Seat,WW au Maroc,224999.5,,5,Diesel,Meknès,Manuelle,,85000.0
Focus,Très bon,2011,Ford,WW au Maroc,274999.5,Non,5,Diesel,Oujda,,7 CV,86000.0
500,Très bon,2016,Fiat,WW au Maroc,42499.5,,3,Essence,Kénitra,,6 CV,96000.0
Corolla,Bon,2005,Toyota,WW au Maroc,424999.5,Oui,5,,Guelmim,Manuelle,8 CV,57000.0
Q5,Très bon,2011,Audi,Importée neuve,174999.5,Non,5,,Khouribga,Automatique,8 CV,180000.0
508,Excellent,2011,Peugeot,Importée neuve,374999.5,Oui,5,Diesel,Mohammedia,Manuelle,,87000.0
Accord,6,2009,Honda,WW au Maroc,97499.5,Non,5,Essence,Casablanca,nan,,44000.0
Swift,Bon,2008,Suzuki,Importée neuve,224999.5,,5,Essence,Casablanca,,7 CV,59000.0
Palio,Très bon,1999,Fiat,,374999.5,Oui,5,Essence,Kénitra,Manuelle,,30000.0
Kadjar,Très bon,2018,Renault,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Manuelle,,185000.0
Focus,Très bon,2009,Ford,WW au Maroc,224999.5,Oui,5,Diesel,Agadir,Manuelle,,77000.0
45,Bon,2001,Rover,WW au Maroc,274999.5,Non,5,,Marrakech,Manuelle,9 CV,27000.0
Tercel,,1997,Toyota,Dédouanée,114999.5,Non,5,Essence,Casablanca,Manuelle,,30000.0
Classe CLA,Excellent,2015,Mercedes-Benz,Dédouanée,184999.5,Oui,5,Diesel,Ifrane,Automatique,,235000.0
C3,Correct,2009,Citroen,WW au Maroc,134999.5,Non,5,Essence,Meknès,,6 CV,55000.0
Passat,Très bon,2007,Volkswagen,Dédouanée,184999.5,Non,5,Diesel,Azrou,Manuelle,,100000.0
Clio,Excellent,2016,Renault,WW au Maroc,184999.5,Oui,5,,Fès,Manuelle,6 CV,105000.0
GOLF 7,Très bon,2019,Volkswagen,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,Automatique,,191000.0
Jetta,Très bon,1990,Volkswagen,Dédouanée,27499.5,Non,5,Diesel,Settat,,6 CV,34000.0
Panda,Excellent,2007,Fiat,WW au Maroc,134999.5,,5,Essence,Khouribga,,5 CV,58000.0
Passat,Excellent,2011,Volkswagen,Dédouanée,224999.5,,5,Diesel,Meknès,Manuelle,,140000.0
Velar,Excellent,2018,Land Rover,WW au Maroc,82499.5,Oui,5,,Rabat,Automatique,8 CV,460000.0
GOLF 8,6,2021,Volkswagen,Importée neuve,42499.5,,,Diesel,Tanger,,8 CV,455000.0
Focus,,2012,Ford,,164999.5,,,nan,Kénitra,,6 CV,107000.0
S60,Excellent,2012,Volvo,WW au Maroc,224999.5,Non,5,Diesel,Rabat,Manuelle,,120000.0
Serie 5,Excellent,1993,BMW,Dédouanée,424999.5,,5,Diesel,Deroua,Manuelle,,47000.0
Uno,Bon,1997,Fiat,WW au Maroc,17499.5,Oui,5,Essence,Ain Attig,,6 CV,22000.0
Mondeo,,2004,Ford,WW au Maroc,2499.5,Non,5,Diesel,Mohammedia,Manuelle,,50000.0
GOLF 5,Excellent,2005,Volkswagen,Dédouanée,184999.5,Non,5,Diesel,El Jadida,Manuelle,,79000.0
Megane,Bon,1997,Renault,Dédouanée,274999.5,Non,5,Diesel,Béni Mellal,,7 CV,49000.0
208,Excellent,2016,Peugeot,WW au Maroc,154999.5,Oui,5,Diesel,Marrakech,,6 CV,120000.0
punto_classic,Excellent,2009,Fiat,WW au Maroc,134999.5,,5,Essence,Tanger,Manuelle,,43000.0
C-Elysée,Excellent,2022,Citroen,WW au Maroc,12499.5,Non,5,,Guelmim,Manuelle,6 CV,140000.0
Classe C,Très bon,2011,Mercedes-Benz,WW au Maroc,154999.5,Non,5,Diesel,Salé,,9 CV,143000.0
GOLF 7,Excellent,2014,Volkswagen,Dédouanée,174999.5,Oui,5,Diesel,Casablanca,Automatique,,185000.0
19,Très bon,1995,Renault,Dédouanée,374999.5,Non,5,Diesel,Errachidia,,7 CV,50000.0
Mondeo,Correct,2004,Ford,WW au Maroc,12499.5,Non,5,Diesel,Mohammedia,Manuelle,,50000.0
220,Excellent,2009,Mercedes-Benz,Dédouanée,274999.5,Non,5,Diesel,Tanger,,9 CV,135000.0
Logan,Très bon,2008,Dacia,WW au Maroc,47499.5,Oui,,nan,El Jadida,Manuelle,,48000.0
Logan,Très bon,2020,Dacia,WW au Maroc,52499.5,Oui,5,Diesel,Taza,,6 CV,127000.0
208,Très bon,2017,Peugeot,,104999.5,Oui,5,Diesel,Tanger,Manuelle,,120000.0
3008,Très bon,2015,Peugeot,Importée neuve,154999.5,Non,5,Diesel,Khouribga,,6 CV,140000.0
GOLF 4,Très bon,2002,Volkswagen,,424999.5,,,,Ait Melloul,Manuelle,8 CV,75000.0
A3,Excellent,2015,Audi,,164999.5,,,Diesel,El Jadida,Automatique,,230000.0
Rio,Excellent,2005,Kia,WW au Maroc,224999.5,Non,5,Essence,El Jadida,Manuelle,,33000.0
Punto,Très bon,2009,Fiat,WW au Maroc,17499.5,Non,5,Essence,Youssoufia,,7 CV,58000.0
Accent,Très bon,2021,Hyundai,WW au Maroc,52499.5,Non,5,Diesel,Khemisset,,7 CV,150000.0
M5,,2013,BMW,Dédouanée,184999.5,,,nan,Rabat,Automatique,,200000.0
Kuga,Très bon,2016,Ford,WW au Maroc,164999.5,Non,5,,Kénitra,Automatique,8 CV,168000.0
i 20,Très bon,2021,Hyundai,WW au Maroc,57499.5,Non,5,Diesel,Casablanca,,6 CV,135000.0
Trakker,,2016,Iveco,,374999.5,,,Diesel,Tanger,nan,,500000.0
500,6,2019,Fiat,WW au Maroc,67499.5,Non,3,Essence,Meknès,Manuelle,,99000.0
Yaris,Excellent,2018,Toyota,WW au Maroc,67499.5,Non,5,,Marrakech,Manuelle,8 CV,99000.0
206,Très bon,2002,Peugeot,WW au Maroc,7499.5,,5,Diesel,Fès,,6 CV,47000.0
C3,Bon,2008,Citroen,WW au Maroc,164999.5,Non,5,Essence,El Jadida,Manuelle,,45000.0
306,Excellent,1999,Peugeot,WW au Maroc,274999.5,Non,5,Essence,Meknès,Manuelle,,32000.0
Polo,Très bon,2007,Volkswagen,WW au Maroc,184999.5,,5,Diesel,Rabat,Manuelle,,65000.0
Caddy,Très bon,2015,Volkswagen,Dédouanée,184999.5,Non,5,Diesel,Fès,,8 CV,142000.0
ix 35,Très bon,2013,Hyundai,WW au Maroc,144999.5,Oui,5,,Casablanca,Manuelle,7 CV,141000.0
2008,Très bon,2018,Peugeot,WW au Maroc,87499.5,Non,5,Diesel,Fès,,6 CV,165000.0
508,Très bon,2019,Peugeot,WW au Maroc,82499.5,,5,Diesel,Marrakech,,8 CV,235000.0
Kangoo,Très bon,2015,Renault,WW au Maroc,174999.5,Non,5,Diesel,Béni Mellal,,6 CV,76000.0
Picanto,Très bon,2008,Kia,WW au Maroc,164999.5,,5,Essence,El Jadida,Manuelle,,48000.0
ADAM,Excellent,2017,Opel,WW au Maroc,32499.5,Non,3,Essence,Casablanca,Manuelle,,108000.0
Duster,Excellent,2020,Dacia,WW au Maroc,82499.5,Non,5,,Agadir,Manuelle,6 CV,155000.0
Megane,Très bon,2018,Renault,WW au Maroc,42499.5,,5,,Marrakech,Automatique,6 CV,188000.0
Fusion,Très bon,2016,Ford,WW au Maroc,22499.5,,5,,Marrakech,Automatique,8 CV,165000.0
R9,Bon,1983,Renault,Dédouanée,Plus de 500 000,Oui,5,Essence,Berkane,Manuelle,,14000.0
Partner,Très bon,2018,Peugeot,WW au Maroc,97499.5,,5,,Marrakech,Manuelle,6 CV,95000.0
Range Rover Sport,,2011,Land Rover,WW au Maroc,174999.5,,,Diesel,Salé,,12 CV,135000.0
500,Très bon,2019,Fiat,WW au Maroc,77499.5,,3,Essence,Casablanca,,7 CV,132000.0
Ecosport,Très bon,2018,Ford,WW au Maroc,104999.5,,,,Casablanca,Manuelle,6 CV,185000.0
Touareg,Très bon,2015,Volkswagen,WW au Maroc,134999.5,,5,Diesel,Casablanca,Automatique,,205000.0
Kadjar,Très bon,2018,Renault,WW au Maroc,164999.5,,5,Diesel,Casablanca,Automatique,,188000.0
308,Très bon,2010,Peugeot,WW au Maroc,134999.5,Non,5,Diesel,Rabat,Manuelle,,85000.0
3008,,2014,Peugeot,WW au Maroc,154999.5,Non,5,Diesel,Rabat,Manuelle,,137000.0
Qashqai,Excellent,2017,Nissan,WW au Maroc,134999.5,,5,Diesel,Rabat,Manuelle,,185000.0
A3,,2016,Audi,,154999.5,,,Diesel,Rabat,,6 CV,210000.0
Qashqai,Très bon,2014,Nissan,WW au Maroc,194999.5,Non,5,Diesel,El Jadida,Automatique,,120000.0
Qashqai,Très bon,2017,Nissan,WW au Maroc,92499.5,Non,5,,Rabat,Automatique,6 CV,195000.0
i 30,,2011,Hyundai,WW au Maroc,194999.5,Non,5,,Tétouan,Manuelle,6 CV,95000.0
Qashqai,Excellent,2019,Nissan,WW au Maroc,104999.5,Oui,5,,Casablanca,Automatique,6 CV,234000.0
Range Rover Evoque,Excellent,2014,Land Rover,WW au Maroc,114999.5,Oui,5,,Casablanca,Automatique,8 CV,220000.0
GRANDE PUNTO,Très bon,2009,Fiat,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,,5 CV,70000.0
Tucson,Très bon,2018,Hyundai,WW au Maroc,77499.5,Oui,5,,Casablanca,Automatique,7 CV,225000.0
Clio,Très bon,2018,Renault,WW au Maroc,154999.5,Non,5,Diesel,Asilah,Manuelle,,100000.0
Megane,Excellent,2019,Renault,WW au Maroc,87499.5,Oui,5,Diesel,Fès,,6 CV,175000.0
Astra,Bon,2013,Opel,WW au Maroc,72499.5,Non,5,,Casablanca,Manuelle,8 CV,68000.0
Kuga,Très bon,2015,Ford,WW au Maroc,114999.5,Non,5,,Tiznit,Manuelle,8 CV,168000.0
Panda,Très bon,2013,Fiat,WW au Maroc,164999.5,Non,5,,Casablanca,Manuelle,6 CV,53000.0
A6,Très bon,2009,Audi,WW au Maroc,134999.5,Oui,,Diesel,Casablanca,,11 CV,98000.0
C5,Très bon,2005,Citroen,WW au Maroc,32499.5,,5,Essence,Agadir,,11 CV,55000.0
Tiguan,Très bon,2018,Volkswagen,WW au Maroc,92499.5,Oui,5,Diesel,Casablanca,Automatique,,260000.0
Fiesta,Très bon,2012,Ford,WW au Maroc,124999.5,Non,5,Diesel,Meknès,,6 CV,89000.0
Focus,Très bon,2011,Ford,WW au Maroc,164999.5,Non,5,,Casablanca,Manuelle,7 CV,92000.0
Kuga,Excellent,2017,Ford,WW au Maroc,224999.5,Oui,5,,Meknès,Manuelle,8 CV,182000.0
Touran,Très bon,2008,Volkswagen,Dédouanée,274999.5,Oui,5,Diesel,Meknès,Manuelle,,145000.0
Jumper,Très bon,2018,Citroen,Importée neuve,154999.5,Oui,,Diesel,Casablanca,Manuelle,,160000.0
Logan,Très bon,2008,Dacia,WW au Maroc,224999.5,Non,5,,Temara,Manuelle,6 CV,63000.0
Logan,,2016,Dacia,WW au Maroc,7499.5,Non,5,Diesel,Tinghir,,6 CV,82000.0
Insignia,Très bon,2012,Opel,WW au Maroc,164999.5,,5,Essence,Casablanca,,11 CV,69000.0
